obs_date,series_id,series_title,cpi_index,cpi_index_12m_ago,inflation_yoy_pct
1931-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.600,16.100,-9.3167702
1932-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.300,15.900,-10.0628931
1932-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,15.700,-10.1910828
1932-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,15.600,-10.2564103
1932-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.900,15.500,-10.3225806
1932-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,15.300,-10.4575163
1932-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.600,15.100,-9.9337748
1932-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.600,15.100,-9.9337748
1932-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.500,15.100,-10.5960265
1932-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.400,15.000,-10.6666667
1932-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.300,14.900,-10.7382550
1932-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.200,14.700,-10.2040816
1932-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.100,14.600,-10.2739726
1933-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",12.900,14.300,-9.7902098
1933-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",12.700,14.100,-9.9290780
1933-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",12.600,14.000,-10.0000000
1933-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",12.600,13.900,-9.3525180
1933-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",12.600,13.700,-8.0291971
1933-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",12.700,13.600,-6.6176471
1933-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.100,13.600,-3.6764706
1933-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.200,13.500,-2.2222222
1933-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.200,13.400,-1.4925373
1933-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.200,13.300,-0.7518797
1933-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.200,13.200,0.0000000
1933-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.200,13.100,0.7633588
1934-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.200,12.900,2.3255814
1934-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.300,12.700,4.7244094
1934-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.300,12.600,5.5555556
1934-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.300,12.600,5.5555556
1934-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.300,12.600,5.5555556
1934-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.400,12.700,5.5118110
1934-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.400,13.100,2.2900763
1934-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.400,13.200,1.5151515
1934-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.600,13.200,3.0303030
1934-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.500,13.200,2.2727273
1934-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.500,13.200,2.2727273
1934-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.400,13.200,1.5151515
1935-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.600,13.200,3.0303030
1935-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.300,3.0075188
1935-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.300,3.0075188
1935-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,13.300,3.7593985
1935-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,13.300,3.7593985
1935-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.400,2.2388060
1935-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.400,2.2388060
1935-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.400,2.2388060
1935-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.600,0.7352941
1935-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.500,1.4814815
1935-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,13.500,2.2222222
1935-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,13.400,2.9850746
1936-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,13.600,1.4705882
1936-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,13.700,0.7299270
1936-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.700,0.0000000
1936-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.800,-0.7246377
1936-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.700,13.800,-0.7246377
1936-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,13.700,0.7299270
1936-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.900,13.700,1.4598540
1936-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.700,2.1897810
1936-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.700,2.1897810
1936-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.700,2.1897810
1936-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.800,1.4492754
1936-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.800,1.4492754
1937-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,13.800,2.1739130
1937-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,13.800,2.1739130
1937-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.200,13.700,3.6496350
1937-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.300,13.700,4.3795620
1937-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.400,13.700,5.1094891
1937-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.400,13.800,4.3478261
1937-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.500,13.900,4.3165468
1937-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.500,14.000,3.5714286
1937-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.600,14.000,4.2857143
1937-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.600,14.000,4.2857143
1937-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.500,14.000,3.5714286
1937-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.400,14.000,2.8571429
1938-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.200,14.100,0.7092199
1938-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.100,0.0000000
1938-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.200,-0.7042254
1938-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.200,14.300,-0.6993007
1938-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.400,-2.0833333
1938-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.400,-2.0833333
1938-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.500,-2.7586207
1938-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.500,-2.7586207
1938-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.600,-3.4246575
1938-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.600,-4.1095890
1938-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.500,-3.4482759
1938-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.400,-2.7777778
1939-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.200,-1.4084507
1939-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.900,14.100,-1.4184397
1939-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.900,14.100,-1.4184397
1939-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,14.200,-2.8169014
1939-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,14.100,-2.1276596
1939-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,14.100,-2.1276596
1939-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,14.100,-2.1276596
1939-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.800,14.100,-2.1276596
1939-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.100,0.0000000
1939-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.000,0.0000000
1939-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.000,0.0000000
1939-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.000,0.0000000
1940-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",13.900,14.000,-0.7142857
1940-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.900,0.7194245
1940-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.900,0.7194245
1940-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.800,1.4492754
1940-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.800,1.4492754
1940-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,13.800,2.1739130
1940-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.800,1.4492754
1940-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,13.800,1.4492754
1940-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.100,-0.7092199
1940-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.000,0.0000000
1940-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.000,14.000,0.0000000
1940-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.000,0.7142857
1941-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,13.900,1.4388489
1941-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.100,14.000,0.7142857
1941-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.200,14.000,1.4285714
1941-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.300,14.000,2.1428571
1941-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.400,14.000,2.8571429
1941-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.700,14.100,4.2553191
1941-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.700,14.000,5.0000000
1941-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",14.900,14.000,6.4285714
1941-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",15.100,14.000,7.8571429
1941-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",15.300,14.000,9.2857143
1941-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",15.400,14.000,10.0000000
1941-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",15.500,14.100,9.9290780
1942-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",15.700,14.100,11.3475177
1942-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",15.800,14.100,12.0567376
1942-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.000,14.200,12.6760563
1942-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.100,14.300,12.5874126
1942-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.300,14.400,13.1944444
1942-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.300,14.700,10.8843537
1942-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.400,14.700,11.5646259
1942-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.500,14.900,10.7382550
1942-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.500,15.100,9.2715232
1942-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.700,15.300,9.1503268
1942-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.800,15.400,9.0909091
1942-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.900,15.500,9.0322581
1943-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.900,15.700,7.6433121
1943-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",16.900,15.800,6.9620253
1943-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.200,16.000,7.5000000
1943-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.400,16.100,8.0745342
1943-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.500,16.300,7.3619632
1943-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.500,16.300,7.3619632
1943-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.400,16.400,6.0975610
1943-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.300,16.500,4.8484848
1943-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.400,16.500,5.4545455
1943-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.400,16.700,4.1916168
1943-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.400,16.800,3.5714286
1943-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.400,16.900,2.9585799
1944-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.400,16.900,2.9585799
1944-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.400,16.900,2.9585799
1944-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.400,17.200,1.1627907
1944-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.500,17.400,0.5747126
1944-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.500,17.500,0.0000000
1944-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.600,17.500,0.5714286
1944-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.700,17.400,1.7241379
1944-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.700,17.300,2.3121387
1944-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.700,17.400,1.7241379
1944-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.700,17.400,1.7241379
1944-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.700,17.400,1.7241379
1944-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.800,17.400,2.2988506
1945-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.800,17.400,2.2988506
1945-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.800,17.400,2.2988506
1945-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.800,17.400,2.2988506
1945-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.800,17.500,1.7142857
1945-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",17.900,17.500,2.2857143
1945-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.100,17.600,2.8409091
1945-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.100,17.700,2.2598870
1945-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.100,17.700,2.2598870
1945-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.100,17.700,2.2598870
1945-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.100,17.700,2.2598870
1945-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.100,17.700,2.2598870
1945-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.200,17.800,2.2471910
1946-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.200,17.800,2.2471910
1946-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.100,17.800,1.6853933
1946-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.300,17.800,2.8089888
1946-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.400,17.800,3.3707865
1946-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.500,17.900,3.3519553
1946-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",18.700,18.100,3.3149171
1946-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",19.800,18.100,9.3922652
1946-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",20.200,18.100,11.6022099
1946-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",20.400,18.100,12.7071823
1946-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",20.800,18.100,14.9171271
1946-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",21.300,18.100,17.6795580
1946-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",21.500,18.200,18.1318681
1947-01-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",21.480,NULL,NULL
1947-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",21.500,18.200,18.1318681
1947-02-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",21.620,NULL,NULL
1947-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",21.500,18.100,18.7845304
1947-03-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",22.000,NULL,NULL
1947-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",21.900,18.300,19.6721311
1947-04-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",22.000,NULL,NULL
1947-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",21.900,18.400,19.0217391
1947-05-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",21.950,NULL,NULL
1947-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",21.900,18.500,18.3783784
1947-06-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",22.080,NULL,NULL
1947-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",22.000,18.700,17.6470588
1947-07-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",22.230,NULL,NULL
1947-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",22.200,19.800,12.1212121
1947-08-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",22.400,NULL,NULL
1947-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",22.500,20.200,11.3861386
1947-09-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",22.840,NULL,NULL
1947-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",23.000,20.400,12.7450980
1947-10-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",22.910,NULL,NULL
1947-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",23.000,20.800,10.5769231
1947-11-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",23.060,NULL,NULL
1947-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",23.100,21.300,8.4507042
1947-12-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",23.410,NULL,NULL
1947-12-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",23.400,21.500,8.8372093
1948-01-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",23.680,21.480,10.2420857
1948-01-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",23.700,21.500,10.2325581
1948-02-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",23.670,21.620,9.4819611
1948-02-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",23.500,21.500,9.3023256
1948-03-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",23.500,22.000,6.8181818
1948-03-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",23.400,21.900,6.8493151
1948-04-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",23.820,22.000,8.2727273
1948-04-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",23.800,21.900,8.6757991
1948-05-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",24.010,21.950,9.3849658
1948-05-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",23.900,21.900,9.1324201
1948-06-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",24.150,22.080,9.3750000
1948-06-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",24.100,22.000,9.5454545
1948-07-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",24.400,22.230,9.7615834
1948-07-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",24.400,22.200,9.9099099
1948-08-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",24.430,22.400,9.0625000
1948-08-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",24.500,22.500,8.8888889
1948-09-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",24.360,22.840,6.6549912
1948-09-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",24.500,23.000,6.5217391
1948-10-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",24.310,22.910,6.1108686
1948-10-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",24.400,23.000,6.0869565
1948-11-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",24.160,23.060,4.7701648
1948-11-01,"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",24.200,23.100,4.7619048
1948-12-01,"CUSR0000SA0      ","All items in U.S. city average, all urban consumers, seasonally adjusted",24.050,23.410,2.7338744
