series_id,series_title,area_code,area_name,item_code,item_name,seasonal,periodicity_code,base_period,base_code
"CUSR0000SERE03   ","Music instruments and accessories in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERE03,"Music instruments and accessories",S,R,"DECEMBER 1997=100",S
"CUSR0000SERF     ","Other recreation services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERF,"Other recreation services",S,R,"DECEMBER 1997=100",S
"CUSR0000SERF01   ","Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERF01,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees",S,R,"DECEMBER 1997=100",S
"CUSR0000SERF02   ","Admissions in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERF02,Admissions,S,R,1982-84=100,S
"CUSR0000SERF03   ","Fees for lessons or instructions in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERF03,"Fees for lessons or instructions",S,R,"DECEMBER 1986=100",S
"CUSR0000SERG     ","Recreational reading materials in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SERG,"Recreational reading materials",S,R,1982-84=100,S
"CUSR0000SETA     ","New and used motor vehicles in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETA,"New and used motor vehicles",S,R,"DECEMBER 1997=100",S
"CUSR0000SETA01   ","New vehicles in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETA01,"New vehicles",S,R,1982-84=100,S
"CUSR0000SETA02   ","Used cars and trucks in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETA02,"Used cars and trucks",S,R,1982-84=100,S
"CUSR0000SETA03   ","Leased cars and trucks in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETA03,"Leased cars and trucks",S,R,"DECEMBER 2001=100",S
"CUSR0000SETA04   ","Car and truck rental in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETA04,"Car and truck rental",S,R,"DECEMBER 1997=100",S
"CUSR0000SETB     ","Motor fuel in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETB,"Motor fuel",S,R,1982-84=100,S
"CUSR0000SETB01   ","Gasoline (all types) in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETB01,"Gasoline (all types)",S,R,1982-84=100,S
"CUSR0000SETB02   ","Other motor fuels in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETB02,"Other motor fuels",S,R,"DECEMBER 1997=100",S
"CUSR0000SETC     ","Motor vehicle parts and equipment in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETC,"Motor vehicle parts and equipment",S,R,1982-84=100,S
"CUSR0000SETC01   ","Tires in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETC01,Tires,S,R,1982-84=100,S
"CUSR0000SETD     ","Motor vehicle maintenance and repair in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETD,"Motor vehicle maintenance and repair",S,R,1982-84=100,S
"CUSR0000SETD03   ","Motor vehicle repair in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETD03,"Motor vehicle repair",S,R,"DECEMBER 1997=100",S
"CUSR0000SETE     ","Motor vehicle insurance in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETE,"Motor vehicle insurance",S,R,1982-84=100,S
"CUSR0000SETF03   ","Parking and other fees in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETF03,"Parking and other fees",S,R,"DECEMBER 1997=100",S
"CUSR0000SETG     ","Public transportation in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETG,"Public transportation",S,R,1982-84=100,S
"CUSR0000SETG01   ","Airline fares in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETG01,"Airline fares",S,R,1982-84=100,S
"CUSR0000SETG02   ","Other intercity transportation in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SETG02,"Other intercity transportation",S,R,1982-84=100,S
"CUSR0000SS02042  ","Cookies in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS02042,Cookies,S,R,1982-84=100,S
"CUSR0000SS0206A  ","Crackers, bread, and cracker products in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS0206A,"Crackers, bread, and cracker products",S,R,1982-84=100,S
"CUSR0000SS0206B  ","Frozen and refrigerated bakery products, pies, tarts, turnovers in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS0206B,"Frozen and refrigerated bakery products, pies, tarts, turnovers",S,R,1982-84=100,S
"CUSR0000SS04011  ","Bacon and related products in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS04011,"Bacon and related products",S,R,1982-84=100,S
"CUSR0000SS04012  ","Breakfast sausage and related products in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS04012,"Breakfast sausage and related products",S,R,"DECEMBER 1997=100",S
"CUSR0000SS04031  ","Ham, excluding canned in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS04031,"Ham, excluding canned",S,R,1982-84=100,S
"CUSR0000SS05011  ","Frankfurters in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS05011,Frankfurters,S,R,1982-84=100,S
"CUSR0000SS0501A  ","Lunchmeats in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS0501A,Lunchmeats,S,R,"DECEMBER 1997=100",S
"CUSR0000SS06011  ","Fresh whole chicken in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS06011,"Fresh whole chicken",S,R,1982-84=100,S
"CUSR0000SS06021  ","Fresh and frozen chicken parts in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS06021,"Fresh and frozen chicken parts",S,R,1982-84=100,S
"CUSR0000SS07011  ","Shelf stable fish and seafood in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS07011,"Shelf stable fish and seafood",S,R,1982-84=100,S
"CUSR0000SS07021  ","Frozen fish and seafood in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS07021,"Frozen fish and seafood",S,R,1982-84=100,S
"CUSR0000SS09011  ","Fresh whole milk in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS09011,"Fresh whole milk",S,R,1982-84=100,S
"CUSR0000SS09021  ","Fresh milk other than whole in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS09021,"Fresh milk other than whole",S,R,"DECEMBER 1997=100",S
"CUSR0000SS10011  ","Butter in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS10011,Butter,S,R,1982-84=100,S
"CUSR0000SS11031  ","Oranges, including tangerines in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS11031,"Oranges, including tangerines",S,R,1982-84=100,S
"CUSR0000SS13031  ","Canned fruits in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS13031,"Canned fruits",S,R,"DECEMBER 1997=100",S
"CUSR0000SS14011  ","Frozen vegetables in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS14011,"Frozen vegetables",S,R,1982-84=100,S
"CUSR0000SS14021  ","Canned vegetables in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS14021,"Canned vegetables",S,R,"DECEMBER 1997=100",S
"CUSR0000SS16011  ","Margarine in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS16011,Margarine,S,R,1982-84=100,S
"CUSR0000SS17031  ","Roasted coffee in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS17031,"Roasted coffee",S,R,1982-84=100,S
"CUSR0000SS18041  ","Salt and other seasonings and spices in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS18041,"Salt and other seasonings and spices",S,R,"DECEMBER 1997=100",S
"CUSR0000SS18042  ","Olives, pickles, relishes in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS18042,"Olives, pickles, relishes",S,R,"DECEMBER 1997=100",S
"CUSR0000SS18043  ","Sauces and gravies in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS18043,"Sauces and gravies",S,R,"DECEMBER 1997=100",S
"CUSR0000SS1804B  ","Other condiments in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS1804B,"Other condiments",S,R,1982-84=100,S
"CUSR0000SS18064  ","Prepared salads in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS18064,"Prepared salads",S,R,"DECEMBER 2007=100",S
"CUSR0000SS20021  ","Whiskey at home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS20021,"Whiskey at home",S,R,1982-84=100,S
"CUSR0000SS20022  ","Distilled spirits, excluding whiskey, at home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS20022,"Distilled spirits, excluding whiskey, at home",S,R,1982-84=100,S
"CUSR0000SS20053  ","Distilled spirits away from home in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS20053,"Distilled spirits away from home",S,R,"DECEMBER 1997=100",S
"CUSR0000SS30021  ","Laundry equipment in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS30021,"Laundry equipment",S,R,1982-84=100,S
"CUSR0000SS33032  ","Stationery, stationery supplies, gift wrap in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS33032,"Stationery, stationery supplies, gift wrap",S,R,1982-84=100,S
"CUSR0000SS45011  ","New cars in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS45011,"New cars",S,R,1982-84=100,S
"CUSR0000SS4501A  ","New cars and trucks in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS4501A,"New cars and trucks",S,R,"DECEMBER 1997=100",S
"CUSR0000SS45021  ","New trucks in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS45021,"New trucks",S,R,"DECEMBER 1983=100",S
"CUSR0000SS45031  ","New motorcycles in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS45031,"New motorcycles",S,R,"DECEMBER 1986=100",S
"CUSR0000SS47014  ","Gasoline, unleaded regular in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS47014,"Gasoline, unleaded regular",S,R,1982-84=100,S
"CUSR0000SS47015  ","Gasoline, unleaded midgrade in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS47015,"Gasoline, unleaded midgrade",S,R,"DECEMBER 1993=100",S
"CUSR0000SS47016  ","Gasoline, unleaded premium in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS47016,"Gasoline, unleaded premium",S,R,1982-84=100,S
"CUSR0000SS52051  ","Parking fees and tolls in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS52051,"Parking fees and tolls",S,R,"DECEMBER 1997=100",S
"CUSR0000SS53022  ","Intercity train fare in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS53022,"Intercity train fare",S,R,"DECEMBER 2007=100",S
"CUSR0000SS53023  ","Ship fare in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS53023,"Ship fare",S,R,"DECEMBER 1997=100",S
"CUSR0000SS5702   ","Inpatient hospital services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS5702,"Inpatient hospital services",S,R,"DECEMBER 1996=100",S
"CUSR0000SS5703   ","Outpatient hospital services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS5703,"Outpatient hospital services",S,R,"DECEMBER 1986=100",S
"CUSR0000SS61011  ","Toys, games, hobbies and playground equipment in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS61011,"Toys, games, hobbies and playground equipment",S,R,"DECEMBER 1997=100",S
"CUSR0000SS61023  ","Photographic equipment in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS61023,"Photographic equipment",S,R,"DECEMBER 1997=100",S
"CUSR0000SS61031  ","Pet food and treats in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS61031,"Pet food and treats",S,R,"DECEMBER 1997=100",S
"CUSR0000SS61032  ","Purchase of pets, pet supplies, accessories in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS61032,"Purchase of pets, pet supplies, accessories",S,R,"DECEMBER 1997=100",S
"CUSR0000SS62031  ","Admission to movies, theaters, and concerts in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS62031,"Admission to movies, theaters, and concerts",S,R,"DECEMBER 1997=100",S
"CUSR0000SS62032  ","Admission to sporting events in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS62032,"Admission to sporting events",S,R,"DECEMBER 1997=100",S
"CUSR0000SS62053  ","Pet services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS62053,"Pet services",S,R,"DECEMBER 1997=100",S
"CUSR0000SS62054  ","Veterinarian services in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS62054,"Veterinarian services",S,R,"DECEMBER 1997=100",S
"CUSR0000SS68023  ","Tax return preparation and other accounting fees in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SS68023,"Tax return preparation and other accounting fees",S,R,"DECEMBER 1997=100",S
"CUSR0000SSFV031A ","Food at elementary and secondary schools in U.S. city average, all urban consumers, seasonally adjusted",0000,"U.S. city average",SSFV031A,"Food at elementary and secondary schools",S,R,"DECEMBER 2005=100",S
"CUUR0000AA0      ","All items - old base in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",AA0,"All items - old base",U,R,1967=100,A
"CUUR0000AA0R     ","Purchasing power of the consumer dollar - old base in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",AA0R,"Purchasing power of the consumer dollar - old base",U,R,1967=100,A
"CUUR0000SA0      ","All items in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0,"All items",U,R,1982-84=100,S
"CUUR0000SA0E     ","Energy in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0E,Energy,U,R,1982-84=100,S
"CUUR0000SA0L1    ","All items less food in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0L1,"All items less food",U,R,1982-84=100,S
"CUUR0000SA0L12   ","All items less food and shelter in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0L12,"All items less food and shelter",U,R,1982-84=100,S
"CUUR0000SA0L12E  ","All items less food, shelter, and energy in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0L12E,"All items less food, shelter, and energy",U,R,1982-84=100,S
"CUUR0000SA0L12E4 ","All items less food, shelter, energy, and used cars and trucks in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0L12E4,"All items less food, shelter, energy, and used cars and trucks",U,R,1982-84=100,S
"CUUR0000SA0L1E   ","All items less food and energy in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0L1E,"All items less food and energy",U,R,1982-84=100,S
"CUUR0000SA0L2    ","All items less shelter in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0L2,"All items less shelter",U,R,1982-84=100,S
"CUUR0000SA0L5    ","All items  less medical care in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0L5,"All items less medical care",U,R,1982-84=100,S
"CUUR0000SA0LE    ","All items less energy in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0LE,"All items less energy",U,R,1982-84=100,S
"CUUR0000SA0R     ","Purchasing power of the consumer dollar in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA0R,"Purchasing power of the consumer dollar",U,R,1982-84=100,S
"CUUR0000SA311    ","Apparel less footwear in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SA311,"Apparel less footwear",U,R,1982-84=100,S
"CUUR0000SAA      ","Apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAA,Apparel,U,R,1982-84=100,S
"CUUR0000SAA1     ","Men's and boys' apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAA1,"Men's and boys' apparel",U,R,1982-84=100,S
"CUUR0000SAA2     ","Women's and girls' apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAA2,"Women's and girls' apparel",U,R,1982-84=100,S
"CUUR0000SAC      ","Commodities in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAC,Commodities,U,R,1982-84=100,S
"CUUR0000SACE     ","Energy commodities in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SACE,"Energy commodities",U,R,1982-84=100,S
"CUUR0000SACL1    ","Commodities less food in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SACL1,"Commodities less food",U,R,1982-84=100,S
"CUUR0000SACL11   ","Commodities less food and beverages in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SACL11,"Commodities less food and beverages",U,R,1982-84=100,S
"CUUR0000SACL1E   ","Commodities less food and energy commodities in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SACL1E,"Commodities less food and energy commodities",U,R,1982-84=100,S
"CUUR0000SACL1E4  ","Commodities less food, energy, and used cars and trucks in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SACL1E4,"Commodities less food, energy, and used cars and trucks",U,R,1982-84=100,S
"CUUR0000SAD      ","Durables in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAD,Durables,U,R,1982-84=100,S
"CUUR0000SAE      ","Education and communication in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAE,"Education and communication",U,R,"DECEMBER 1997=100",S
"CUUR0000SAE1     ","Education in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAE1,Education,U,R,"DECEMBER 1997=100",S
"CUUR0000SAE2     ","Communication in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAE2,Communication,U,R,"DECEMBER 1997=100",S
"CUUR0000SAE21    ","Information and information processing in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAE21,"Information and information processing",U,R,"DECEMBER 1997=100",S
"CUUR0000SAEC     ","Education and communication commodities in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAEC,"Education and communication commodities",U,R,"DECEMBER 2009=100",S
"CUUR0000SAES     ","Education and communication services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAES,"Education and communication services",U,R,"DECEMBER 2009=100",S
"CUUR0000SAF      ","Food and beverages in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF,"Food and beverages",U,R,1982-84=100,S
"CUUR0000SAF1     ","Food in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF1,Food,U,R,1982-84=100,S
"CUUR0000SAF11    ","Food at home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF11,"Food at home",U,R,1982-84=100,S
"CUUR0000SAF111   ","Cereals and bakery products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF111,"Cereals and bakery products",U,R,1982-84=100,S
"CUUR0000SAF112   ","Meats, poultry, fish, and eggs in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF112,"Meats, poultry, fish, and eggs",U,R,1982-84=100,S
"CUUR0000SAF1121  ","Meats, poultry, and fish in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF1121,"Meats, poultry, and fish",U,R,1982-84=100,S
"CUUR0000SAF11211 ","Meats in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF11211,Meats,U,R,1982-84=100,S
"CUUR0000SAF113   ","Fruits and vegetables in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF113,"Fruits and vegetables",U,R,1982-84=100,S
"CUUR0000SAF1131  ","Fresh fruits and vegetables in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF1131,"Fresh fruits and vegetables",U,R,1982-84=100,S
"CUUR0000SAF114   ","Nonalcoholic beverages and beverage materials in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF114,"Nonalcoholic beverages and beverage materials",U,R,1982-84=100,S
"CUUR0000SAF115   ","Other food at home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF115,"Other food at home",U,R,1982-84=100,S
"CUUR0000SAF116   ","Alcoholic beverages in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAF116,"Alcoholic beverages",U,R,1982-84=100,S
"CUUR0000SAG      ","Other goods and services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAG,"Other goods and services",U,R,1982-84=100,S
"CUUR0000SAG1     ","Personal care in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAG1,"Personal care",U,R,1982-84=100,S
"CUUR0000SAGC     ","Other goods in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAGC,"Other goods",U,R,"DECEMBER 2009=100",S
"CUUR0000SAGS     ","Other personal services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAGS,"Other personal services",U,R,"DECEMBER 2009=100",S
"CUUR0000SAH      ","Housing in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAH,Housing,U,R,1982-84=100,S
"CUUR0000SAH1     ","Shelter in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAH1,Shelter,U,R,1982-84=100,S
"CUUR0000SAH2     ","Fuels and utilities in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAH2,"Fuels and utilities",U,R,1982-84=100,S
"CUUR0000SAH21    ","Household energy in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAH21,"Household energy",U,R,1982-84=100,S
"CUUR0000SAH3     ","Household furnishings and operations in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAH3,"Household furnishings and operations",U,R,1982-84=100,S
"CUUR0000SAH31    ","Household furnishings and supplies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAH31,"Household furnishings and supplies",U,R,"DECEMBER 2009=100",S
"CUUR0000SAM      ","Medical care in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAM,"Medical care",U,R,1982-84=100,S
"CUUR0000SAM1     ","Medical care commodities in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAM1,"Medical care commodities",U,R,1982-84=100,S
"CUUR0000SAM2     ","Medical care services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAM2,"Medical care services",U,R,1982-84=100,S
"CUUR0000SAN      ","Nondurables in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAN,Nondurables,U,R,1982-84=100,S
"CUUR0000SAN1D    ","Domestically produced farm food in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAN1D,"Domestically produced farm food",U,R,1982-84=100,S
"CUUR0000SANL1    ","Nondurables less food in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SANL1,"Nondurables less food",U,R,1982-84=100,S
"CUUR0000SANL11   ","Nondurables less food and beverages in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SANL11,"Nondurables less food and beverages",U,R,1982-84=100,S
"CUUR0000SANL113  ","Nondurables less food, beverages, and apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SANL113,"Nondurables less food, beverages, and apparel",U,R,1982-84=100,S
"CUUR0000SANL13   ","Nondurables less food and apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SANL13,"Nondurables less food and apparel",U,R,1982-84=100,S
"CUUR0000SAR      ","Recreation in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAR,Recreation,U,R,"DECEMBER 1997=100",S
"CUUR0000SARC     ","Recreation commodities in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SARC,"Recreation commodities",U,R,"DECEMBER 2009=100",S
"CUUR0000SARS     ","Recreation services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SARS,"Recreation services",U,R,"DECEMBER 2009=100",S
"CUUR0000SAS      ","Services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAS,Services,U,R,1982-84=100,S
"CUUR0000SAS24    ","Utilities and public transportation in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAS24,"Utilities and public transportation",U,R,1982-84=100,S
"CUUR0000SAS2RS   ","Rent of shelter in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAS2RS,"Rent of shelter",U,R,"DECEMBER 1982=100",S
"CUUR0000SAS367   ","Other services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAS367,"Other services",U,R,1982-84=100,S
"CUUR0000SAS4     ","Transportation services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAS4,"Transportation services",U,R,1982-84=100,S
"CUUR0000SASL2RS  ","Services less rent of shelter in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SASL2RS,"Services less rent of shelter",U,R,"DECEMBER 1982=100",S
"CUUR0000SASL5    ","Services less medical care services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SASL5,"Services less medical care services",U,R,1982-84=100,S
"CUUR0000SASLE    ","Services less energy services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SASLE,"Services less energy services",U,R,1982-84=100,S
"CUUR0000SAT      ","Transportation in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAT,Transportation,U,R,1982-84=100,S
"CUUR0000SAT1     ","Private transportation in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SAT1,"Private transportation",U,R,1982-84=100,S
"CUUR0000SATCLTB  ","Transportation commodities less motor fuel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SATCLTB,"Transportation commodities less motor fuel",U,R,"DECEMBER 2009=100",S
"CUUR0000SEAA     ","Men's apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAA,"Men's apparel",U,R,1982-84=100,S
"CUUR0000SEAA01   ","Men's suits, sport coats, and outerwear in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAA01,"Men's suits, sport coats, and outerwear",U,R,1982-84=100,S
"CUUR0000SEAA02   ","Men's underwear, nightwear, swimwear, and accessories in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAA02,"Men's underwear, nightwear, swimwear and accessories",U,R,1982-84=100,S
"CUUR0000SEAA03   ","Men's shirts and sweaters in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAA03,"Men's shirts and sweaters",U,R,"DECEMBER 1997=100",S
"CUUR0000SEAA04   ","Men's pants and shorts in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAA04,"Men's pants and shorts",U,R,1982-84=100,S
"CUUR0000SEAB     ","Boys' apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAB,"Boys' apparel",U,R,1982-84=100,S
"CUUR0000SEAC     ","Women's apparel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEAC,"Women's apparel",U,R,1982-84=100,S
